Date Raw;Date Parsed;Sales Count;Volume;Volume USD;Cummulative Volume;Cummulative Volume USD
1558742400000;05/25/2019;13;1.7896220717592595;444.802;1.7896220717592595;444.802
1558828800000;05/26/2019;0;0;0;1.7896220717592595;444.802
1558915200000;05/27/2019;0;0;0;1.7896220717592595;444.802
1559001600000;05/28/2019;0;0;0;1.7896220717592595;444.802
1559088000000;05/29/2019;0;0;0;1.7896220717592595;444.802
1559174400000;05/30/2019;0;0;0;1.7896220717592595;444.802
1559260800000;05/31/2019;0;0;0;1.7896220717592595;444.802
1559347200000;06/01/2019;0;0;0;1.7896220717592595;444.802
1559433600000;06/02/2019;0;0;0;1.7896220717592595;444.802
1559520000000;06/03/2019;0;0;0;1.7896220717592595;444.802
1559606400000;06/04/2019;0;0;0;1.7896220717592595;444.802
1559692800000;06/05/2019;0;0;0;1.7896220717592595;444.802
1559779200000;06/06/2019;0;0;0;1.7896220717592595;444.802
1559865600000;06/07/2019;0;0;0;1.7896220717592595;444.802
1559952000000;06/08/2019;0;0;0;1.7896220717592595;444.802
1560038400000;06/09/2019;0;0;0;1.7896220717592595;444.802
1560124800000;06/10/2019;0;0;0;1.7896220717592595;444.802
1560211200000;06/11/2019;0;0;0;1.7896220717592595;444.802
1560297600000;06/12/2019;0;0;0;1.7896220717592595;444.802
1560384000000;06/13/2019;0;0;0;1.7896220717592595;444.802
1560470400000;06/14/2019;0;0;0;1.7896220717592595;444.802
1560556800000;06/15/2019;0;0;0;1.7896220717592595;444.802
1560643200000;06/16/2019;0;0;0;1.7896220717592595;444.802
1560729600000;06/17/2019;0;0;0;1.7896220717592595;444.802
1560816000000;06/18/2019;0;0;0;1.7896220717592595;444.802
1560902400000;06/19/2019;0;0;0;1.7896220717592595;444.802
1560988800000;06/20/2019;0;0;0;1.7896220717592595;444.802
1561075200000;06/21/2019;0;0;0;1.7896220717592595;444.802
1561161600000;06/22/2019;0;0;0;1.7896220717592595;444.802
1561248000000;06/23/2019;0;0;0;1.7896220717592595;444.802
1561334400000;06/24/2019;33;2.6867856932870366;827.3900000000001;4.476407765046297;1272.192
1561420800000;06/25/2019;22;6.221900289958112;1935.4340000000002;10.698308055004409;3207.626
1561507200000;06/26/2019;88;2.709913863040124;863.4760000000002;13.408221918044532;4071.1020000000003
1561593600000;06/27/2019;68;11.703627746031746;3948.111999999999;25.111849664076278;8019.214
1561680000000;06/28/2019;37;6.889064402557319;2038.073;32.0009140666336;10057.287
1561766400000;06/29/2019;49;3.7930389490740746;1175.6449999999993;35.79395301570767;11232.931999999999
1561852800000;06/30/2019;56;3.3293144367283944;1070.1479999999997;39.12326745243607;12303.079999999998
1561939200000;07/01/2019;81;1.8646028506393302;546.0319999999999;40.9878703030754;12849.111999999997
1562025600000;07/02/2019;79;4.607212924107143;1360.3189999999988;45.59508322718254;14209.430999999997
1562112000000;07/03/2019;49;7.167197212577161;2085.3639999999996;52.76228043975971;16294.794999999996
1562198400000;07/04/2019;45;2.3493781053791887;714.62;55.111658545138894;17009.414999999997
1562284800000;07/05/2019;9;2.740560858989198;781.6609999999998;57.85221940412809;17791.075999999997
1562371200000;07/06/2019;12;3.8326451191095128;1103.7479999999998;61.68486452323761;18894.823999999997
1562457600000;07/07/2019;9;1.9546079783950616;566.0100000000001;63.63947250163267;19460.833999999995
1562544000000;07/08/2019;11;2.312051190200618;705.953;65.95152369183329;20166.786999999997
1562630400000;07/09/2019;15;12.23127385445845;3821.8589999999995;78.18279754629174;23988.645999999997
1562716800000;07/10/2019;57;2.9635606128974725;912.1189999999999;81.1463581591892;24900.764999999996
1562803200000;07/11/2019;14;18.640325465783537;5405.88;99.78668362497274;30306.644999999997
1562889600000;07/12/2019;9;3.8139505303649233;1024.5620000000001;103.60063415533766;31331.207
1562976000000;07/13/2019;7;3.566762795751634;983.747;107.16739695108929;32314.953999999998
1563062400000;07/14/2019;6;0.9923831076388889;268.255;108.15978005872817;32583.209
1563148800000;07/15/2019;6;0.28615272181372553;64.992;108.4459327805419;32648.200999999997
1563235200000;07/16/2019;20;0.6706493493554829;154.36900000000006;109.11658212989738;32802.57
1563321600000;07/17/2019;1;0.6500541666666666;129.972;109.76663629656404;32932.542
1563408000000;07/18/2019;52;1.7075688383101857;360.01899999999995;111.47420513487423;33292.561
1563494400000;07/19/2019;24;2.0946562384259257;474.02700000000004;113.56886137330015;33766.588
1563580800000;07/20/2019;5;0.5075000000000001;112.216;114.07636137330014;33878.804000000004
1563667200000;07/21/2019;13;13.6195;3118.3869999999993;127.69586137330015;36997.191000000006
1563753600000;07/22/2019;55;2.30228006442901;520.6659999999997;129.99814143772915;37517.857
1563840000000;07/23/2019;37;7.144914906186582;1555.107;137.14305634391573;39072.96400000001
1563926400000;07/24/2019;5;1.2726358024691358;271.71099999999996;138.41569214638486;39344.67500000001
1564012800000;07/25/2019;8;1.3604849041005291;295.494;139.7761770504854;39640.16900000001
1564099200000;07/26/2019;19;1.6650611111111109;365.45799999999997;141.4412381615965;40005.62700000001
